timestamp,geracao_kwh,consumo_kwh,exportado_kwh,solar_generation_kwh,house_consumption_kwh,grid_import_kwh,grid_export_kwh,self_consumption_kwh,estimated_savings_brl,weather_condition,expected_generation_kwh
1773449209,0.0,0.1204,0.0,0.0,0.1204,0.1204,0.0,0.0,0.0,parcialmente_nublado,0.0
1773450109,0.0,0.1516,0.0,0.0,0.1516,0.1516,0.0,0.0,0.0,parcialmente_nublado,0.0
1773451009,0.0,0.1063,0.0,0.0,0.1063,0.1063,0.0,0.0,0.0,parcialmente_nublado,0.0
1773451909,0.0,0.1427,0.0,0.0,0.1427,0.1427,0.0,0.0,0.0,parcialmente_nublado,0.0
1773452809,0.0,0.1333,0.0,0.0,0.1333,0.1333,0.0,0.0,0.0,parcialmente_nublado,0.0
1773453709,0.0,0.1188,0.0,0.0,0.1188,0.1188,0.0,0.0,0.0,parcialmente_nublado,0.0
1773454609,0.0,0.1469,0.0,0.0,0.1469,0.1469,0.0,0.0,0.0,parcialmente_nublado,0.0
1773455509,0.0,0.1108,0.0,0.0,0.1108,0.1108,0.0,0.0,0.0,parcialmente_nublado,0.0
1773456409,0.0,0.153,0.0,0.0,0.153,0.153,0.0,0.0,0.0,parcialmente_nublado,0.0
1773457309,0.0,0.1071,0.0,0.0,0.1071,0.1071,0.0,0.0,0.0,parcialmente_nublado,0.0
1773458209,0.0,0.1539,0.0,0.0,0.1539,0.1539,0.0,0.0,0.0,parcialmente_nublado,0.0
1773459109,0.0,0.1339,0.0,0.0,0.1339,0.1339,0.0,0.0,0.0,parcialmente_nublado,0.0
1773460009,0.0,0.0999,0.0,0.0,0.0999,0.0999,0.0,0.0,0.0,parcialmente_nublado,0.0
1773460909,0.0,0.1409,0.0,0.0,0.1409,0.1409,0.0,0.0,0.0,parcialmente_nublado,0.0
1773461809,0.0,0.1261,0.0,0.0,0.1261,0.1261,0.0,0.0,0.0,parcialmente_nublado,0.0
1773462709,0.0,0.0945,0.0,0.0,0.0945,0.0945,0.0,0.0,0.0,parcialmente_nublado,0.0
1773463609,0.0,0.1105,0.0,0.0,0.1105,0.1105,0.0,0.0,0.0,parcialmente_nublado,0.0
1773464509,0.0,0.1503,0.0,0.0,0.1503,0.1503,0.0,0.0,0.0,parcialmente_nublado,0.0
1773465409,0.0,0.1626,0.0,0.0,0.1626,0.1626,0.0,0.0,0.0,parcialmente_nublado,0.0
1773466309,0.0,0.1745,0.0,0.0,0.1745,0.1745,0.0,0.0,0.0,parcialmente_nublado,0.0
1773467209,0.0,0.1892,0.0,0.0,0.1892,0.1892,0.0,0.0,0.0,parcialmente_nublado,0.0
1773468109,0.004,0.3076,0.0,0.004,0.3076,0.3036,0.0,0.004,0.0037,parcialmente_nublado,0.0055
1773469009,0.0612,0.3016,0.0,0.0612,0.3016,0.2404,0.0,0.0612,0.0563,parcialmente_nublado,0.0872
1773469909,0.1218,0.272,0.0,0.1218,0.272,0.1501,0.0,0.1218,0.1121,parcialmente_nublado,0.1686
1773470809,0.1793,0.2957,0.0,0.1793,0.2957,0.1163,0.0,0.1793,0.165,parcialmente_nublado,0.2492
1773471709,0.2357,0.2966,0.0,0.2357,0.2966,0.0609,0.0,0.2357,0.2169,parcialmente_nublado,0.3288
1773472609,0.3154,0.2821,0.0333,0.3154,0.2821,0.0,0.0333,0.2821,0.2596,parcialmente_nublado,0.407
1773473509,0.3493,0.2735,0.0758,0.3493,0.2735,0.0,0.0758,0.2735,0.2516,parcialmente_nublado,0.4834
1773474409,0.4363,0.2934,0.143,0.4363,0.2934,0.0,0.143,0.2934,0.2699,parcialmente_nublado,0.5577
1773475309,0.452,0.3021,0.1499,0.452,0.3021,0.0,0.1499,0.3021,0.2779,parcialmente_nublado,0.6297
1773476209,0.5133,0.3064,0.2069,0.5133,0.3064,0.0,0.2069,0.3064,0.2819,parcialmente_nublado,0.699
1773477109,0.5277,0.1328,0.3949,0.5277,0.1328,0.0,0.3949,0.1328,0.1222,parcialmente_nublado,0.7653
1773478009,0.6082,0.1826,0.4256,0.6082,0.1826,0.0,0.4256,0.1826,0.168,parcialmente_nublado,0.8283
1773478909,0.6821,0.1833,0.4989,0.6821,0.1833,0.0,0.4989,0.1833,0.1686,parcialmente_nublado,0.8877
1773479809,0.6718,0.1669,0.5049,0.6718,0.1669,0.0,0.5049,0.1669,0.1536,parcialmente_nublado,0.9434
1773480709,0.7126,0.18,0.5326,0.7126,0.18,0.0,0.5326,0.18,0.1656,parcialmente_nublado,0.995
1773481609,0.7532,0.1488,0.6045,0.7532,0.1488,0.0,0.6045,0.1488,0.1369,parcialmente_nublado,1.0424
1773482509,0.7997,0.1284,0.6712,0.7997,0.1284,0.0,0.6712,0.1284,0.1181,parcialmente_nublado,1.0852
1773483409,0.8284,0.1431,0.6852,0.8284,0.1431,0.0,0.6852,0.1431,0.1317,parcialmente_nublado,1.1235
1773484309,0.8941,0.1602,0.7339,0.8941,0.1602,0.0,0.7339,0.1602,0.1474,parcialmente_nublado,1.1569
1773485209,0.861,0.1491,0.7119,0.861,0.1491,0.0,0.7119,0.1491,0.1372,parcialmente_nublado,1.1854
1773486109,0.9476,0.1861,0.7614,0.9476,0.1861,0.0,0.7614,0.1861,0.1712,parcialmente_nublado,1.2088
1773487009,0.9061,0.1842,0.7219,0.9061,0.1842,0.0,0.7219,0.1842,0.1694,parcialmente_nublado,1.227
1773487909,0.9336,0.2467,0.6869,0.9336,0.2467,0.0,0.6869,0.2467,0.227,parcialmente_nublado,1.24
1773488809,0.9449,0.1925,0.7525,0.9449,0.1925,0.0,0.7525,0.1925,0.1771,parcialmente_nublado,1.2477
1773489709,0.8862,0.2288,0.6575,0.8862,0.2288,0.0,0.6575,0.2288,0.2105,parcialmente_nublado,1.25
1773490609,0.8856,0.2011,0.6845,0.8856,0.2011,0.0,0.6845,0.2011,0.185,parcialmente_nublado,1.247
1773491509,0.8262,0.214,0.6122,0.8262,0.214,0.0,0.6122,0.214,0.1969,parcialmente_nublado,1.2386
1773492409,0.9441,0.1951,0.749,0.9441,0.1951,0.0,0.749,0.1951,0.1795,parcialmente_nublado,1.2249
1773493309,0.9674,0.1947,0.7727,0.9674,0.1947,0.0,0.7727,0.1947,0.1791,parcialmente_nublado,1.206
1773494209,0.8835,0.2304,0.6531,0.8835,0.2304,0.0,0.6531,0.2304,0.212,parcialmente_nublado,1.1819
1773495109,0.7998,0.1406,0.6592,0.7998,0.1406,0.0,0.6592,0.1406,0.1294,parcialmente_nublado,1.1528
1773496009,0.7892,0.1265,0.6627,0.7892,0.1265,0.0,0.6627,0.1265,0.1163,parcialmente_nublado,1.1187
1773496909,0.7415,0.1301,0.6114,0.7415,0.1301,0.0,0.6114,0.1301,0.1196,parcialmente_nublado,1.0798
1773497809,0.7124,0.1306,0.5818,0.7124,0.1306,0.0,0.5818,0.1306,0.1202,parcialmente_nublado,1.0363
1773498709,0.7281,0.1431,0.5849,0.7281,0.1431,0.0,0.5849,0.1431,0.1317,parcialmente_nublado,0.9884
1773499609,0.6852,0.1899,0.4953,0.6852,0.1899,0.0,0.4953,0.1899,0.1747,parcialmente_nublado,0.9362
1773500509,0.645,0.1284,0.5166,0.645,0.1284,0.0,0.5166,0.1284,0.1181,parcialmente_nublado,0.88
1773501409,0.573,0.182,0.391,0.573,0.182,0.0,0.391,0.182,0.1674,parcialmente_nublado,0.8201
1773502309,0.5683,0.1647,0.4037,0.5683,0.1647,0.0,0.4037,0.1647,0.1515,parcialmente_nublado,0.7566
1773503209,0.4944,0.1611,0.3333,0.4944,0.1611,0.0,0.3333,0.1611,0.1482,parcialmente_nublado,0.6899
1773504109,0.4716,0.1791,0.2925,0.4716,0.1791,0.0,0.2925,0.1791,0.1648,parcialmente_nublado,0.6203
1773505009,0.4354,0.1471,0.2883,0.4354,0.1471,0.0,0.2883,0.1471,0.1354,parcialmente_nublado,0.548
1773505909,0.3491,0.152,0.197,0.3491,0.152,0.0,0.197,0.152,0.1399,parcialmente_nublado,0.4733
1773506809,0.3084,0.1731,0.1353,0.3084,0.1731,0.0,0.1353,0.1731,0.1593,parcialmente_nublado,0.3966
1773507709,0.2315,0.1687,0.0628,0.2315,0.1687,0.0,0.0628,0.1687,0.1552,parcialmente_nublado,0.3183
1773508609,0.1838,0.1775,0.0063,0.1838,0.1775,0.0,0.0063,0.1775,0.1633,parcialmente_nublado,0.2385
1773509509,0.1207,0.1349,0.0,0.1207,0.1349,0.0142,0.0,0.1207,0.111,parcialmente_nublado,0.1577
1773510409,0.0558,0.148,0.0,0.0558,0.148,0.0921,0.0,0.0558,0.0513,parcialmente_nublado,0.0763
1773511309,0.0,0.4495,0.0,0.0,0.4495,0.4495,0.0,0.0,0.0,parcialmente_nublado,0.0
1773512209,0.0,0.45,0.0,0.0,0.45,0.45,0.0,0.0,0.0,parcialmente_nublado,0.0
1773513109,0.0,0.4607,0.0,0.0,0.4607,0.4607,0.0,0.0,0.0,parcialmente_nublado,0.0
1773514009,0.0,0.427,0.0,0.0,0.427,0.427,0.0,0.0,0.0,parcialmente_nublado,0.0
1773514909,0.0,0.4208,0.0,0.0,0.4208,0.4208,0.0,0.0,0.0,parcialmente_nublado,0.0
1773515809,0.0,0.4326,0.0,0.0,0.4326,0.4326,0.0,0.0,0.0,parcialmente_nublado,0.0
1773516709,0.0,0.4479,0.0,0.0,0.4479,0.4479,0.0,0.0,0.0,parcialmente_nublado,0.0
1773517609,0.0,0.4182,0.0,0.0,0.4182,0.4182,0.0,0.0,0.0,parcialmente_nublado,0.0
1773518509,0.0,0.4552,0.0,0.0,0.4552,0.4552,0.0,0.0,0.0,parcialmente_nublado,0.0
1773519409,0.0,0.4321,0.0,0.0,0.4321,0.4321,0.0,0.0,0.0,parcialmente_nublado,0.0
1773520309,0.0,0.4355,0.0,0.0,0.4355,0.4355,0.0,0.0,0.0,parcialmente_nublado,0.0
1773521209,0.0,0.4706,0.0,0.0,0.4706,0.4706,0.0,0.0,0.0,parcialmente_nublado,0.0
1773522109,0.0,0.4332,0.0,0.0,0.4332,0.4332,0.0,0.0,0.0,parcialmente_nublado,0.0
1773523009,0.0,0.4592,0.0,0.0,0.4592,0.4592,0.0,0.0,0.0,parcialmente_nublado,0.0
1773523909,0.0,0.4218,0.0,0.0,0.4218,0.4218,0.0,0.0,0.0,parcialmente_nublado,0.0
1773524809,0.0,0.4299,0.0,0.0,0.4299,0.4299,0.0,0.0,0.0,parcialmente_nublado,0.0
1773525709,0.0,0.4528,0.0,0.0,0.4528,0.4528,0.0,0.0,0.0,parcialmente_nublado,0.0
1773526609,0.0,0.4753,0.0,0.0,0.4753,0.4753,0.0,0.0,0.0,parcialmente_nublado,0.0
1773527509,0.0,0.1437,0.0,0.0,0.1437,0.1437,0.0,0.0,0.0,parcialmente_nublado,0.0
1773528409,0.0,0.1556,0.0,0.0,0.1556,0.1556,0.0,0.0,0.0,parcialmente_nublado,0.0
1773529309,0.0,0.1966,0.0,0.0,0.1966,0.1966,0.0,0.0,0.0,parcialmente_nublado,0.0
1773530209,0.0,0.228,0.0,0.0,0.228,0.228,0.0,0.0,0.0,parcialmente_nublado,0.0
1773531109,0.0,0.2164,0.0,0.0,0.2164,0.2164,0.0,0.0,0.0,parcialmente_nublado,0.0
1773532009,0.0,0.1968,0.0,0.0,0.1968,0.1968,0.0,0.0,0.0,parcialmente_nublado,0.0
1773532909,0.0,0.1375,0.0,0.0,0.1375,0.1375,0.0,0.0,0.0,nublado,0.0
1773533809,0.0,0.0978,0.0,0.0,0.0978,0.0978,0.0,0.0,0.0,nublado,0.0
1773534709,0.0,0.1497,0.0,0.0,0.1497,0.1497,0.0,0.0,0.0,nublado,0.0
1773535609,0.0,0.1514,0.0,0.0,0.1514,0.1514,0.0,0.0,0.0,nublado,0.0
1773536509,0.0,0.1101,0.0,0.0,0.1101,0.1101,0.0,0.0,0.0,nublado,0.0
1773537409,0.0,0.1187,0.0,0.0,0.1187,0.1187,0.0,0.0,0.0,nublado,0.0
1773538309,0.0,0.0907,0.0,0.0,0.0907,0.0907,0.0,0.0,0.0,nublado,0.0
1773539209,0.0,0.1431,0.0,0.0,0.1431,0.1431,0.0,0.0,0.0,nublado,0.0
1773540109,0.0,0.1535,0.0,0.0,0.1535,0.1535,0.0,0.0,0.0,nublado,0.0
1773541009,0.0,0.1101,0.0,0.0,0.1101,0.1101,0.0,0.0,0.0,nublado,0.0
1773541909,0.0,0.0902,0.0,0.0,0.0902,0.0902,0.0,0.0,0.0,nublado,0.0
1773542809,0.0,0.0952,0.0,0.0,0.0952,0.0952,0.0,0.0,0.0,nublado,0.0
1773543709,0.0,0.1463,0.0,0.0,0.1463,0.1463,0.0,0.0,0.0,nublado,0.0
1773544609,0.0,0.1235,0.0,0.0,0.1235,0.1235,0.0,0.0,0.0,nublado,0.0
1773545509,0.0,0.1044,0.0,0.0,0.1044,0.1044,0.0,0.0,0.0,nublado,0.0
1773546409,0.0,0.1412,0.0,0.0,0.1412,0.1412,0.0,0.0,0.0,nublado,0.0
1773547309,0.0,0.0925,0.0,0.0,0.0925,0.0925,0.0,0.0,0.0,nublado,0.0
1773548209,0.0,0.1118,0.0,0.0,0.1118,0.1118,0.0,0.0,0.0,nublado,0.0
1773549109,0.0,0.0932,0.0,0.0,0.0932,0.0932,0.0,0.0,0.0,nublado,0.0
1773550009,0.0,0.1143,0.0,0.0,0.1143,0.1143,0.0,0.0,0.0,nublado,0.0
1773550909,0.0,0.1251,0.0,0.0,0.1251,0.1251,0.0,0.0,0.0,nublado,0.0
1773551809,0.0,0.1475,0.0,0.0,0.1475,0.1475,0.0,0.0,0.0,nublado,0.0
1773552709,0.0,0.1785,0.0,0.0,0.1785,0.1785,0.0,0.0,0.0,nublado,0.0
1773553609,0.0,0.1509,0.0,0.0,0.1509,0.1509,0.0,0.0,0.0,nublado,0.0
1773554509,0.0026,0.2919,0.0,0.0026,0.2919,0.2893,0.0,0.0026,0.0023,nublado,0.0055
1773555409,0.04,0.2695,0.0,0.04,0.2695,0.2296,0.0,0.04,0.0368,nublado,0.0872
1773556309,0.0822,0.3138,0.0,0.0822,0.3138,0.2316,0.0,0.0822,0.0756,nublado,0.1686
1773557209,0.118,0.267,0.0,0.118,0.267,0.149,0.0,0.118,0.1086,nublado,0.2492
1773558109,0.1595,0.291,0.0,0.1595,0.291,0.1315,0.0,0.1595,0.1468,nublado,0.3288
1773559009,0.2076,0.2798,0.0,0.2076,0.2798,0.0722,0.0,0.2076,0.191,nublado,0.407
1773559909,0.2425,0.304,0.0,0.2425,0.304,0.0615,0.0,0.2425,0.2231,nublado,0.4834
1773560809,0.2918,0.3022,0.0,0.2918,0.3022,0.0104,0.0,0.2918,0.2685,nublado,0.5577
1773561709,0.3472,0.3034,0.0438,0.3472,0.3034,0.0,0.0438,0.3034,0.2792,nublado,0.6297
1773562609,0.3326,0.2917,0.0409,0.3326,0.2917,0.0,0.0409,0.2917,0.2684,nublado,0.699
1773563509,0.3746,0.1337,0.2409,0.3746,0.1337,0.0,0.2409,0.1337,0.123,nublado,0.7653
1773564409,0.4283,0.1809,0.2474,0.4283,0.1809,0.0,0.2474,0.1809,0.1665,nublado,0.8283
1773565309,0.4469,0.1458,0.3011,0.4469,0.1458,0.0,0.3011,0.1458,0.1341,nublado,0.8877
1773566209,0.4741,0.1558,0.3182,0.4741,0.1558,0.0,0.3182,0.1558,0.1433,nublado,0.9434
1773567109,0.4733,0.1599,0.3135,0.4733,0.1599,0.0,0.3135,0.1599,0.1471,nublado,0.995
1773568009,0.4937,0.1262,0.3675,0.4937,0.1262,0.0,0.3675,0.1262,0.1161,nublado,1.0424
1773568909,0.5189,0.1364,0.3825,0.5189,0.1364,0.0,0.3825,0.1364,0.1255,nublado,1.0852
1773569809,0.5598,0.1598,0.3999,0.5598,0.1598,0.0,0.3999,0.1598,0.147,nublado,1.1235
1773570709,0.5662,0.1817,0.3845,0.5662,0.1817,0.0,0.3845,0.1817,0.1672,nublado,1.1569
1773571609,0.5408,0.1319,0.4089,0.5408,0.1319,0.0,0.4089,0.1319,0.1213,nublado,1.1854
1773572509,0.595,0.138,0.4571,0.595,0.138,0.0,0.4571,0.138,0.1269,nublado,1.2088
1773573409,0.6456,0.1651,0.4805,0.6456,0.1651,0.0,0.4805,0.1651,0.1519,nublado,1.227
1773574309,0.6061,0.2084,0.3977,0.6061,0.2084,0.0,0.3977,0.2084,0.1917,nublado,1.24
1773575209,0.6148,0.229,0.3857,0.6148,0.229,0.0,0.3857,0.229,0.2107,nublado,1.2477
1773576109,0.63,0.2175,0.4125,0.63,0.2175,0.0,0.4125,0.2175,0.2001,nublado,1.25
1773577009,0.6092,0.2524,0.3567,0.6092,0.2524,0.0,0.3567,0.2524,0.2323,nublado,1.247
1773577909,0.5971,0.1982,0.3989,0.5971,0.1982,0.0,0.3989,0.1982,0.1823,nublado,1.2386
1773578809,0.6602,0.2344,0.4257,0.6602,0.2344,0.0,0.4257,0.2344,0.2157,nublado,1.2249
1773579709,0.5763,0.2229,0.3534,0.5763,0.2229,0.0,0.3534,0.2229,0.2051,nublado,1.206
1773580609,0.6321,0.1976,0.4345,0.6321,0.1976,0.0,0.4345,0.1976,0.1818,nublado,1.1819
1773581509,0.579,0.1435,0.4355,0.579,0.1435,0.0,0.4355,0.1435,0.1321,nublado,1.1528
1773582409,0.555,0.155,0.4,0.555,0.155,0.0,0.4,0.155,0.1426,nublado,1.1187
1773583309,0.5458,0.1514,0.3943,0.5458,0.1514,0.0,0.3943,0.1514,0.1393,nublado,1.0798
1773584209,0.5221,0.1392,0.3829,0.5221,0.1392,0.0,0.3829,0.1392,0.1281,nublado,1.0363
1773585109,0.4798,0.1831,0.2966,0.4798,0.1831,0.0,0.2966,0.1831,0.1685,nublado,0.9884
1773586009,0.4563,0.1302,0.3261,0.4563,0.1302,0.0,0.3261,0.1302,0.1198,nublado,0.9362
1773586909,0.4264,0.1301,0.2963,0.4264,0.1301,0.0,0.2963,0.1301,0.1197,nublado,0.88
1773587809,0.4362,0.1446,0.2916,0.4362,0.1446,0.0,0.2916,0.1446,0.133,nublado,0.8201
1773588709,0.3787,0.1368,0.2419,0.3787,0.1368,0.0,0.2419,0.1368,0.1259,nublado,0.7566
1773589609,0.3466,0.1456,0.201,0.3466,0.1456,0.0,0.201,0.1456,0.1339,nublado,0.6899
1773590509,0.3124,0.1602,0.1523,0.3124,0.1602,0.0,0.1523,0.1602,0.1473,nublado,0.6203
1773591409,0.2744,0.1381,0.1363,0.2744,0.1381,0.0,0.1363,0.1381,0.127,nublado,0.548
1773592309,0.2453,0.1766,0.0687,0.2453,0.1766,0.0,0.0687,0.1766,0.1625,nublado,0.4733
1773593209,0.2095,0.1783,0.0312,0.2095,0.1783,0.0,0.0312,0.1783,0.1641,nublado,0.3966
1773594109,0.1661,0.1724,0.0,0.1661,0.1724,0.0064,0.0,0.1661,0.1528,nublado,0.3183
1773595009,0.1237,0.1373,0.0,0.1237,0.1373,0.0136,0.0,0.1237,0.1138,nublado,0.2385
1773595909,0.0835,0.1495,0.0,0.0835,0.1495,0.066,0.0,0.0835,0.0768,nublado,0.1577
1773596809,0.0372,0.1884,0.0,0.0372,0.1884,0.1512,0.0,0.0372,0.0342,nublado,0.0763
1773597709,0.0,0.4246,0.0,0.0,0.4246,0.4246,0.0,0.0,0.0,nublado,0.0
1773598609,0.0,0.4347,0.0,0.0,0.4347,0.4347,0.0,0.0,0.0,nublado,0.0
1773599509,0.0,0.4388,0.0,0.0,0.4388,0.4388,0.0,0.0,0.0,nublado,0.0
1773600409,0.0,0.4666,0.0,0.0,0.4666,0.4666,0.0,0.0,0.0,nublado,0.0
1773601309,0.0,0.4725,0.0,0.0,0.4725,0.4725,0.0,0.0,0.0,nublado,0.0
1773602209,0.0,0.4645,0.0,0.0,0.4645,0.4645,0.0,0.0,0.0,nublado,0.0
1773603109,0.0,0.4755,0.0,0.0,0.4755,0.4755,0.0,0.0,0.0,nublado,0.0
1773604009,0.0,0.4138,0.0,0.0,0.4138,0.4138,0.0,0.0,0.0,nublado,0.0
1773604909,0.0,0.4215,0.0,0.0,0.4215,0.4215,0.0,0.0,0.0,nublado,0.0
1773605809,0.0,0.4304,0.0,0.0,0.4304,0.4304,0.0,0.0,0.0,nublado,0.0
1773606709,0.0,0.4758,0.0,0.0,0.4758,0.4758,0.0,0.0,0.0,nublado,0.0
1773607609,0.0,0.4421,0.0,0.0,0.4421,0.4421,0.0,0.0,0.0,nublado,0.0
1773608509,0.0,0.4186,0.0,0.0,0.4186,0.4186,0.0,0.0,0.0,nublado,0.0
1773609409,0.0,0.423,0.0,0.0,0.423,0.423,0.0,0.0,0.0,nublado,0.0
1773610309,0.0,0.4345,0.0,0.0,0.4345,0.4345,0.0,0.0,0.0,nublado,0.0
1773611209,0.0,0.4422,0.0,0.0,0.4422,0.4422,0.0,0.0,0.0,nublado,0.0
1773612109,0.0,0.4215,0.0,0.0,0.4215,0.4215,0.0,0.0,0.0,nublado,0.0
1773613009,0.0,0.4166,0.0,0.0,0.4166,0.4166,0.0,0.0,0.0,nublado,0.0
1773613909,0.0,0.1287,0.0,0.0,0.1287,0.1287,0.0,0.0,0.0,nublado,0.0
1773614809,0.0,0.1642,0.0,0.0,0.1642,0.1642,0.0,0.0,0.0,nublado,0.0
1773615709,0.0,0.2228,0.0,0.0,0.2228,0.2228,0.0,0.0,0.0,nublado,0.0
1773616609,0.0,0.2222,0.0,0.0,0.2222,0.2222,0.0,0.0,0.0,nublado,0.0
1773617509,0.0,0.2406,0.0,0.0,0.2406,0.2406,0.0,0.0,0.0,nublado,0.0
1773618409,0.0,0.2419,0.0,0.0,0.2419,0.2419,0.0,0.0,0.0,nublado,0.0
1773619309,0.0,0.0869,0.0,0.0,0.0869,0.0869,0.0,0.0,0.0,nublado,0.0
1773620209,0.0,0.0898,0.0,0.0,0.0898,0.0898,0.0,0.0,0.0,nublado,0.0
1773621109,0.0,0.0582,0.0,0.0,0.0582,0.0582,0.0,0.0,0.0,nublado,0.0
1773622009,0.0,0.0493,0.0,0.0,0.0493,0.0493,0.0,0.0,0.0,nublado,0.0
1773622909,0.0,0.0912,0.0,0.0,0.0912,0.0912,0.0,0.0,0.0,nublado,0.0
1773623809,0.0,0.0872,0.0,0.0,0.0872,0.0872,0.0,0.0,0.0,nublado,0.0
1773624709,0.0,0.0528,0.0,0.0,0.0528,0.0528,0.0,0.0,0.0,nublado,0.0
1773625609,0.0,0.089,0.0,0.0,0.089,0.089,0.0,0.0,0.0,nublado,0.0
1773626509,0.0,0.0916,0.0,0.0,0.0916,0.0916,0.0,0.0,0.0,nublado,0.0
1773627409,0.0,0.0574,0.0,0.0,0.0574,0.0574,0.0,0.0,0.0,nublado,0.0
1773628309,0.0,0.0926,0.0,0.0,0.0926,0.0926,0.0,0.0,0.0,nublado,0.0
1773629209,0.0,0.1091,0.0,0.0,0.1091,0.1091,0.0,0.0,0.0,nublado,0.0
1773630109,0.0,0.0537,0.0,0.0,0.0537,0.0537,0.0,0.0,0.0,nublado,0.0
1773631009,0.0,0.0551,0.0,0.0,0.0551,0.0551,0.0,0.0,0.0,nublado,0.0
1773631909,0.0,0.0937,0.0,0.0,0.0937,0.0937,0.0,0.0,0.0,nublado,0.0
1773632809,0.0,0.0891,0.0,0.0,0.0891,0.0891,0.0,0.0,0.0,nublado,0.0
1773633709,0.0,0.1036,0.0,0.0,0.1036,0.1036,0.0,0.0,0.0,nublado,0.0
1773634609,0.0,0.0944,0.0,0.0,0.0944,0.0944,0.0,0.0,0.0,nublado,0.0
1773635509,0.0,0.0716,0.0,0.0,0.0716,0.0716,0.0,0.0,0.0,nublado,0.0
1773636409,0.0,0.0476,0.0,0.0,0.0476,0.0476,0.0,0.0,0.0,nublado,0.0
1773637309,0.0,0.1387,0.0,0.0,0.1387,0.1387,0.0,0.0,0.0,nublado,0.0
1773638209,0.0,0.117,0.0,0.0,0.117,0.117,0.0,0.0,0.0,nublado,0.0
1773639109,0.0,0.1411,0.0,0.0,0.1411,0.1411,0.0,0.0,0.0,nublado,0.0
1773640009,0.0,0.1177,0.0,0.0,0.1177,0.1177,0.0,0.0,0.0,nublado,0.0
1773640909,0.0029,0.2688,0.0,0.0029,0.2688,0.2659,0.0,0.0029,0.0027,nublado,0.0055
1773641809,0.0447,0.2292,0.0,0.0447,0.2292,0.1845,0.0,0.0447,0.0411,nublado,0.0872
1773642709,0.0856,0.242,0.0,0.0856,0.242,0.1565,0.0,0.0856,0.0787,nublado,0.1686
1773643609,0.1284,0.2823,0.0,0.1284,0.2823,0.1539,0.0,0.1284,0.1181,nublado,0.2492
1773644509,0.1523,0.2422,0.0,0.1523,0.2422,0.0899,0.0,0.1523,0.1401,nublado,0.3288
1773645409,0.212,0.2719,0.0,0.212,0.2719,0.06,0.0,0.212,0.195,nublado,0.407
1773646309,0.2424,0.2418,0.0007,0.2424,0.2418,0.0,0.0007,0.2418,0.2224,nublado,0.4834
1773647209,0.2902,0.2744,0.0157,0.2902,0.2744,0.0,0.0157,0.2744,0.2525,nublado,0.5577
1773648109,0.328,0.2331,0.0948,0.328,0.2331,0.0,0.0948,0.2331,0.2145,nublado,0.6297
1773649009,0.3533,0.2317,0.1216,0.3533,0.2317,0.0,0.1216,0.2317,0.2131,nublado,0.699
1773649909,0.3692,0.0871,0.2821,0.3692,0.0871,0.0,0.2821,0.0871,0.0802,nublado,0.7653
1773650809,0.4342,0.1121,0.3221,0.4342,0.1121,0.0,0.3221,0.1121,0.1031,nublado,0.8283
1773651709,0.4229,0.1064,0.3165,0.4229,0.1064,0.0,0.3165,0.1064,0.0979,nublado,0.8877
1773652609,0.4415,0.0909,0.3506,0.4415,0.0909,0.0,0.3506,0.0909,0.0836,nublado,0.9434
1773653509,0.5332,0.0992,0.434,0.5332,0.0992,0.0,0.434,0.0992,0.0912,nublado,0.995
1773654409,0.5059,0.1384,0.3675,0.5059,0.1384,0.0,0.3675,0.1384,0.1273,nublado,1.0424
1773655309,0.5748,0.0951,0.4797,0.5748,0.0951,0.0,0.4797,0.0951,0.0875,nublado,1.0852
1773656209,0.5693,0.1157,0.4537,0.5693,0.1157,0.0,0.4537,0.1157,0.1064,nublado,1.1235
1773657109,0.5295,0.1241,0.4055,0.5295,0.1241,0.0,0.4055,0.1241,0.1141,nublado,1.1569
1773658009,0.6016,0.1304,0.4712,0.6016,0.1304,0.0,0.4712,0.1304,0.12,nublado,1.1854
1773658909,0.5442,0.0902,0.454,0.5442,0.0902,0.0,0.454,0.0902,0.083,nublado,1.2088
1773659809,0.6405,0.1244,0.5161,0.6405,0.1244,0.0,0.5161,0.1244,0.1144,nublado,1.227
1773660709,0.5909,0.1657,0.4252,0.5909,0.1657,0.0,0.4252,0.1657,0.1524,nublado,1.24
1773661609,0.5855,0.1558,0.4297,0.5855,0.1558,0.0,0.4297,0.1558,0.1434,nublado,1.2477
1773662509,0.6239,0.175,0.4489,0.6239,0.175,0.0,0.4489,0.175,0.161,nublado,1.25
1773663409,0.5835,0.2053,0.3782,0.5835,0.2053,0.0,0.3782,0.2053,0.1889,nublado,1.247
1773664309,0.5751,0.1629,0.4122,0.5751,0.1629,0.0,0.4122,0.1629,0.1498,nublado,1.2386
1773665209,0.6279,0.1557,0.4722,0.6279,0.1557,0.0,0.4722,0.1557,0.1432,nublado,1.2249
1773666109,0.5898,0.1476,0.4421,0.5898,0.1476,0.0,0.4421,0.1476,0.1358,nublado,1.206
1773667009,0.5977,0.1763,0.4214,0.5977,0.1763,0.0,0.4214,0.1763,0.1622,nublado,1.1819
1773667909,0.5758,0.1307,0.4451,0.5758,0.1307,0.0,0.4451,0.1307,0.1203,nublado,1.1528
1773668809,0.526,0.1342,0.3918,0.526,0.1342,0.0,0.3918,0.1342,0.1235,nublado,1.1187
